post_town,part_1_construction_age_band,average_current_energy_efficiency_rating,average_potential_energy_efficiency_rating,average_current_environmental_impact_rating,average_potential_environmental_impact_rating,average_current_emissions_(t.co2/yr),average_potential_reduction_in_emissions_(t.co2/yr),average_potential_savings_in_heating_costs_over_3_years,average_potential_savings_in_hot_water_costs_over_3_years,rank_average_current_emissions_(t.co2/yr),rank_average_current_energy_efficiency_rating,rank_average_potential_energy_efficiency_rating,rank_average_current_environmental_impact_rating,rank_average_potential_environmental_impact_rating,rank_average_potential_reduction_in_emissions_(t.co2/yr),rank_average_potential_savings_in_heating_costs_over_3_years,rank_average_potential_savings_in_hot_water_costs_over_3_years
portree,2003-2007,58.72774869109948,86.89528795811518,73.54545454545455,81.71204188481676,5.49109947643979,3.0089005235602095,983.3717277486911,292.08376963350787,315.0,330.0,140.0,486.0,200.0,165.0,207.0,115.0
brora,1930-1949,47.06521739130435,83.04347826086956,53.666666666666664,70.6086956521739,8.839130434782609,4.434782608695652,1814.2826086956522,371.3478260869565,444.0,415.0,277.0,1597.0,412.0,80.0,81.0,67.0
burntisland,2008 onwards,68.4032786885246,81.27868852459017,76.0,79.93442622950819,4.23639344262295,1.6350819672131147,540.7377049180328,106.33770491803278,223.0,198.0,356.0,407.0,280.0,308.0,325.0,376.0
fraserburgh,2003-2007,66.49938195302843,85.67243510506799,68.72727272727273,80.45735475896169,5.207169344870211,2.688504326328801,951.4635352286774,196.73918417799752,300.0,231.0,174.0,699.0,256.0,193.0,214.0,219.0
laurencekirk,1919-1929,69.117903930131,87.12663755458516,43.6,83.27510917030568,5.272052401746724,2.520960698689956,689.4628820960698,173.72489082969432,302.0,186.0,135.0,1872.0,149.0,207.0,277.0,248.0
strathaven,1976-1983,68.61194029850746,82.72835820895523,65.75,81.2179104477612,5.1758208955223886,2.114328358208955,775.6567164179105,138.36716417910446,296.0,194.0,292.0,882.0,225.0,247.0,256.0,305.0
shetland,1930-1949,57.607894736842105,85.4342105263158,52.51282051282051,72.98157894736842,7.818026315789473,3.553684210526316,1176.4973684210527,251.28157894736842,411.0,345.0,185.0,1651.0,400.0,129.0,155.0,159.0
forres,1999-2002,66.66893039049236,84.63497453310696,68.82608695652173,83.5314091680815,4.0675721561969445,2.0787775891341256,593.974533106961,134.3276740237691,205.0,229.0,212.0,693.0,144.0,252.0,305.0,313.0
tayport,2003-2007,63.544444444444444,79.9,79.0,77.63333333333334,4.532222222222222,2.0844444444444443,839.2333333333333,106.0,245.0,271.0,390.0,324.0,347.0,251.0,242.0,377.0
insch,others,66.38562091503267,87.97385620915033,79.4375,79.73856209150327,5.91437908496732,2.8947712418300653,860.9607843137255,257.15686274509807,339.0,233.0,126.0,311.0,285.0,175.0,238.0,152.0
isle of skye,1999-2002,53.84577114427861,90.97014925373135,52.333333333333336,84.5223880597015,7.279601990049751,4.362686567164179,1312.6268656716418,333.5074626865672,399.0,380.0,74.0,1657.0,128.0,86.0,132.0,88.0
aberfeldy,1992-1998,64.18045112781955,87.10526315789474,50.333333333333336,83.5187969924812,7.1383458646616536,3.6969924812030075,1218.5413533834587,227.4812030075188,391.0,265.0,136.0,1718.0,145.0,125.0,150.0,185.0
hopeman,before 1919,68.0,78.0,67.0,81.0,2.5,1.0,507.0,0.0,84.0,206.0,412.0,801.0,234.0,396.0,338.0,500.0
duns,1992-1998,58.623333333333335,82.13,67.2,78.54666666666667,6.173333333333333,3.144333333333333,1295.81,288.22,354.0,332.0,324.0,791.0,320.0,154.0,135.0,119.0
kelty,before 1919,69.1907514450867,81.91907514450867,52.0,80.78034682080924,3.9520231213872834,1.5260115606936415,391.9248554913295,108.97109826589596,195.0,183.0,330.0,1669.0,245.0,322.0,382.0,362.0
dumbarton,1919-1929,71.03911342894393,80.63494132985659,58.55555555555556,80.53324641460235,3.2468057366362455,1.1555410691003911,386.96479791395046,72.3794002607562,129.0,148.0,376.0,1369.0,251.0,376.0,389.0,463.0
shotts,before 1919,70.56907216494845,82.38969072164949,53.88235294117647,81.26804123711341,3.627422680412371,1.3362886597938144,403.91752577319585,89.36288659793814,169.0,159.0,312.0,1590.0,222.0,345.0,371.0,426.0
laurencekirk,1950-1964,69.117903930131,87.12663755458516,55.09090909090909,83.27510917030568,5.272052401746724,2.520960698689956,689.4628820960698,173.72489082969432,302.0,186.0,135.0,1551.0,149.0,207.0,277.0,248.0
denny,1992-1998,73.65277777777777,84.33101851851852,72.28571428571429,84.00462962962963,2.8055555555555554,1.1215277777777777,250.16666666666666,83.58333333333333,99.0,109.0,219.0,539.0,137.0,382.0,442.0,442.0
ardrossan,1992-1998,67.52659574468085,81.24468085106383,67.6842105263158,79.06382978723404,3.814893617021277,1.6175531914893617,499.00531914893617,80.12234042553192,181.0,217.0,357.0,767.0,307.0,312.0,339.0,451.0
stornoway,2003-2007,61.83766233766234,79.85064935064935,75.66666666666667,77.44805194805195,4.65974025974026,2.103896103896104,883.7142857142857,182.47402597402598,252.0,293.0,391.0,419.0,351.0,248.0,233.0,238.0
dollar,1992-1998,61.90714285714286,81.4,67.46153846153847,79.99285714285715,5.8307142857142855,2.7235714285714288,950.3785714285714,161.1,331.0,292.0,354.0,778.0,278.0,188.0,215.0,265.0
gourock,1919-1929,66.62538699690403,78.78328173374614,49.625,77.3467492260062,3.444582043343653,1.306811145510836,519.1671826625387,98.6749226006192,149.0,230.0,407.0,1732.0,353.0,356.0,334.0,402.0
invergordon,1992-1998,60.157534246575345,83.52739726027397,63.333333333333336,78.46575342465754,5.8568493150684935,2.7424657534246575,975.8630136986301,218.07534246575344,334.0,311.0,253.0,1068.0,323.0,187.0,208.0,196.0
lochwinnoch,1919-1929,66.89010989010988,80.04395604395604,52.0,80.05494505494505,4.187912087912088,1.7505494505494508,762.8571428571429,109.68131868131869,216.0,227.0,387.0,1669.0,276.0,294.0,261.0,357.0
kirkliston,1930-1949,70.1875,84.9765625,65.75,83.09375,3.80078125,1.7796875,319.0078125,154.8046875,180.0,167.0,199.0,882.0,160.0,289.0,422.0,276.0
bishopton,1984-1991,82.69675925925925,88.98148148148148,70.0,89.61574074074075,2.0460648148148146,0.757175925925926,139.00694444444446,103.57638888888889,64.0,61.0,110.0,636.0,78.0,414.0,466.0,386.0
annan,2008 onwards,67.08108108108108,84.22972972972973,75.6,81.72972972972973,3.8713963963963964,1.9065315315315314,521.6891891891892,156.5608108108108,186.0,224.0,223.0,424.0,198.0,273.0,332.0,271.0
lasswade,others,66.28571428571429,83.36507936507937,85.25,82.3015873015873,4.749206349206349,2.3269841269841267,713.5238095238095,148.95238095238096,258.0,236.0,259.0,178.0,182.0,221.0,269.0,284.0
grantown-on-spey,1950-1964,56.61068702290076,81.77862595419847,48.588235294117645,74.6030534351145,8.330534351145038,3.758778625954198,1826.793893129771,250.6946564885496,426.0,356.0,334.0,1766.0,388.0,122.0,77.0,160.0
helensburgh,1919-1929,64.41826923076923,79.6826923076923,66.33333333333333,77.81610576923077,4.999278846153846,2.017908653846154,788.4591346153846,146.9278846153846,280.0,260.0,395.0,840.0,340.0,262.0,250.0,287.0
armadale,others,84.44827586206897,93.3103448275862,85.62068965517241,94.0,1.996551724137931,0.9758620689655173,-0.5172413793103449,59.172413793103445,62.0,52.0,57.0,165.0,36.0,399.0,499.0,475.0
carnoustie,1930-1949,65.5,84.32945736434108,52.15384615384615,81.82170542635659,4.656976744186046,2.3550387596899225,775.0348837209302,143.88372093023256,251.0,244.0,220.0,1662.0,197.0,219.0,257.0,293.0
sutherland,others,67.33333333333333,103.33333333333333,85.0,100.33333333333333,4.8,3.8000000000000003,584.0,647.0,266.0,221.0,26.0,183.0,21.0,119.0,310.0,16.0
newtown st boswells,others,87.5,89.0,89.0,91.0,1.3,0.2,0.0,87.0,23.0,35.0,109.0,65.0,62.0,452.0,496.0,435.0
aboyne,1992-1998,65.2648401826484,85.47488584474885,53.416666666666664,77.3607305936073,6.466666666666667,2.942922374429224,1104.958904109589,236.97260273972603,364.0,248.0,183.0,1608.0,352.0,171.0,168.0,173.0
balerno,1930-1949,71.27586206896552,82.67586206896551,52.8,81.53103448275863,4.432413793103448,1.6703448275862067,484.5310344827586,105.41379310344827,238.0,143.0,298.0,1637.0,209.0,301.0,341.0,378.0
scottish borders,others,77.25,89.25,87.8,82.5,4.45,1.6,325.125,168.75,240.0,88.0,107.0,98.0,176.0,314.0,420.0,252.0
dunbar,2003-2007,67.5,82.69811320754717,73.05882352941177,81.12264150943396,4.118238993710691,1.9949685534591195,669.1698113207547,164.46226415094338,209.0,219.0,296.0,504.0,228.0,264.0,284.0,258.0
bo'ness,1999-2002,67.8800959232614,81.22062350119904,70.0,79.78896882494004,3.4215827338129494,1.466187050359712,472.41726618705036,102.62589928057554,144.0,208.0,359.0,636.0,283.0,326.0,348.0,389.0
crieff,1984-1991,64.70697674418605,83.23720930232558,63.23529411764706,79.19534883720931,5.446976744186046,2.4806976744186047,989.1348837209302,159.42558139534884,312.0,255.0,269.0,1074.0,301.0,210.0,205.0,268.0
isle of bute,1984-1991,64.05865102639297,78.11730205278593,77.83333333333333,76.97653958944281,4.710263929618768,2.0498533724340176,874.5219941348973,77.63049853372434,255.0,266.0,410.0,352.0,361.0,256.0,235.0,456.0
laurencekirk,1992-1998,69.117903930131,87.12663755458516,66.28571428571429,83.27510917030568,5.272052401746724,2.520960698689956,689.4628820960698,173.72489082969432,302.0,186.0,135.0,843.0,149.0,207.0,277.0,248.0
penicuik,1999-2002,71.0,82.96026490066225,69.0,81.59933774834437,3.9036423841059604,1.4533112582781456,353.18046357615896,109.17218543046357,192.0,150.0,284.0,682.0,206.0,330.0,407.0,360.0
munlochy,before 1919,56.714285714285715,81.71428571428571,32.75,77.76190476190476,8.5,3.9809523809523806,1486.857142857143,229.42857142857142,432.0,355.0,337.0,2021.0,343.0,105.0,117.0,180.0
greenock,1976-1983,72.23698069046226,80.42890579286133,64.0909090909091,80.91983616149795,2.8177881802223523,0.9159157401989467,379.9467524868344,82.14979520187244,100.0,121.0,383.0,1009.0,240.0,406.0,396.0,446.0
mallaig,before 1919,57.45161290322581,86.29032258064517,34.0,75.70967741935483,7.119354838709677,3.4322580645161294,1361.4193548387098,353.03225806451616,390.0,348.0,153.0,2006.0,374.0,136.0,126.0,73.0
lairg,1976-1983,49.60909090909091,89.44545454545455,42.57142857142857,81.61818181818182,8.884545454545455,5.1427272727272735,1815.8454545454545,343.2,445.0,405.0,104.0,1886.0,205.0,53.0,80.0,81.0
newton stewart,1992-1998,51.082324455205814,81.59806295399515,57.5,75.12106537530266,7.819612590799031,4.385714285714285,1951.1985472154963,281.03389830508473,412.0,399.0,348.0,1422.0,379.0,83.0,67.0,127.0
inverkeithing,2003-2007,76.4076923076923,84.4076923076923,71.33333333333333,84.55384615384615,2.5292307692307694,0.8742307692307693,280.4423076923077,98.75769230769231,85.0,92.0,217.0,575.0,127.0,409.0,432.0,401.0
lochwinnoch,1965-1975,66.89010989010988,80.04395604395604,65.16666666666667,80.05494505494505,4.187912087912088,1.7505494505494508,762.8571428571429,109.68131868131869,216.0,227.0,387.0,928.0,276.0,294.0,261.0,357.0
invergordon,1950-1964,60.157534246575345,83.52739726027397,58.89473684210526,78.46575342465754,5.8568493150684935,2.7424657534246575,975.8630136986301,218.07534246575344,334.0,311.0,253.0,1350.0,323.0,187.0,208.0,196.0
ballindalloch,1984-1991,51.37096774193548,89.0,40.5,83.2258064516129,8.456451612903225,4.991935483870968,1548.9193548387098,289.69354838709677,431.0,397.0,109.0,1922.0,150.0,59.0,109.0,118.0
inverness,1919-1929,71.83072645116441,84.76885644768856,44.05882352941177,82.83976364268335,3.586200903719152,1.4978797358359401,464.1970802919708,149.12095933263817,165.0,130.0,208.0,1865.0,166.0,325.0,353.0,282.0
mallaig,2008 onwards,57.45161290322581,86.29032258064517,84.5,75.70967741935483,7.119354838709677,3.4322580645161294,1361.4193548387098,353.03225806451616,390.0,348.0,153.0,193.0,374.0,136.0,126.0,73.0
colintraive,1999-2002,42.0,77.76923076923077,59.0,77.84615384615384,9.492307692307692,5.623076923076923,2016.6923076923076,432.9230769230769,466.0,432.0,413.0,1346.0,338.0,39.0,59.0,40.0
juniper green,1919-1929,66.28571428571429,76.88095238095238,58.0,75.30952380952381,4.292857142857143,1.538095238095238,589.9285714285714,55.285714285714285,228.0,236.0,417.0,1397.0,377.0,319.0,308.0,477.0
garve,before 1919,49.25,93.67857142857143,39.888888888888886,86.57142857142857,8.732142857142858,5.2250000000000005,1790.142857142857,335.67857142857144,441.0,407.0,54.0,1935.0,106.0,49.0,86.0,87.0
nairn,1919-1929,65.72543352601156,85.55202312138728,40.5,82.83236994219654,5.791618497109827,2.864739884393064,1004.3843930635838,137.5057803468208,327.0,242.0,178.0,1922.0,167.0,179.0,198.0,309.0
kyle of lochalsh,before 1919,42.333333333333336,96.33333333333333,24.5,86.33333333333333,9.866666666666667,6.933333333333334,3915.0,183.0,476.0,431.0,44.0,2055.0,109.0,24.0,12.0,236.0
gairloch,1976-1983,56.02777777777778,87.72222222222223,50.666666666666664,80.94444444444444,7.491666666666666,4.097222222222222,1247.6666666666667,291.1666666666667,404.0,360.0,130.0,1709.0,237.0,98.0,147.0,116.0
isle of bute,1965-1975,64.05865102639297,78.11730205278593,62.958333333333336,76.97653958944281,4.710263929618768,2.0498533724340176,874.5219941348973,77.63049853372434,255.0,266.0,410.0,1092.0,361.0,256.0,235.0,456.0
ardgay,2003-2007,54.96774193548387,84.25806451612904,68.0,78.7741935483871,8.274193548387096,3.8548387096774195,1060.1612903225807,237.29032258064515,425.0,370.0,222.0,745.0,317.0,117.0,183.0,171.0
mallaig,others,57.45161290322581,86.29032258064517,84.25,75.70967741935483,7.119354838709677,3.4322580645161294,1361.4193548387098,353.03225806451616,390.0,348.0,153.0,198.0,374.0,136.0,126.0,73.0
udny,before 1919,27.0,68.0,45.0,79.0,6.5,3.9,2262.0,165.0,367.0,455.0,433.0,1842.0,310.0,110.0,47.0,256.0
isle of arran,1919-1929,49.638888888888886,83.36111111111111,32.5,74.1574074074074,9.044444444444444,4.764814814814815,2273.9444444444443,396.5,454.0,404.0,260.0,2025.0,391.0,69.0,45.0,57.0
grantown-on-spey,1976-1983,56.61068702290076,81.77862595419847,46.53333333333333,74.6030534351145,8.330534351145038,3.758778625954198,1826.793893129771,250.6946564885496,426.0,356.0,334.0,1814.0,388.0,122.0,77.0,160.0
isle of arran,1999-2002,49.638888888888886,83.36111111111111,58.666666666666664,74.1574074074074,9.044444444444444,4.764814814814815,2273.9444444444443,396.5,454.0,404.0,260.0,1363.0,391.0,69.0,45.0,57.0
ross-shire,before 1919,78.875,92.125,33.0,93.25,4.0,2.675,421.125,154.125,200.0,83.0,63.0,2016.0,40.0,194.0,363.0,277.0
dunblane,1930-1949,74.78899082568807,84.81345565749236,77.04347826086956,82.92966360856269,3.636085626911315,1.334250764525994,434.6697247706422,107.4954128440367,170.0,98.0,205.0,381.0,165.0,347.0,359.0,367.0
maybole,1992-1998,63.76975945017182,82.38487972508591,61.333333333333336,80.26460481099656,4.585567010309279,2.252233676975945,803.1958762886597,182.68041237113403,248.0,270.0,313.0,1207.0,268.0,229.0,248.0,237.0
strathpeffer,1984-1991,69.76041666666667,85.95833333333333,49.5,81.05208333333333,5.9312499999999995,2.59375,922.1875,271.65625,342.0,174.0,166.0,1740.0,232.0,203.0,226.0,134.0
longniddry,1919-1929,74.85221674876847,86.10837438423646,57.36363636363637,86.21674876847291,3.100985221674877,1.323152709359606,424.3152709359606,109.19704433497537,118.0,97.0,161.0,1432.0,110.0,352.0,362.0,359.0
lybster,before 1919,55.458333333333336,83.95833333333333,41.22222222222222,80.5,8.358333333333333,4.179166666666666,1016.625,227.5,427.0,365.0,235.0,1908.0,253.0,95.0,196.0,184.0
dornoch,1950-1964,54.927083333333336,86.02083333333333,45.333333333333336,79.09375,7.996875,4.2,1733.125,256.40625,416.0,371.0,163.0,1839.0,304.0,93.0,93.0,154.0
strathaven,2003-2007,68.61194029850746,82.72835820895523,75.14285714285714,81.2179104477612,5.1758208955223886,2.114328358208955,775.6567164179105,138.36716417910446,296.0,194.0,292.0,439.0,225.0,247.0,256.0,305.0
annan,1984-1991,67.08108108108108,84.22972972972973,66.66666666666667,81.72972972972973,3.8713963963963964,1.9065315315315314,521.6891891891892,156.5608108108108,186.0,224.0,223.0,821.0,198.0,273.0,332.0,271.0
tain,1976-1983,60.77777777777778,85.17241379310344,52.0,77.91187739463602,6.296551724137931,3.1,1020.080459770115,277.4942528735632,361.0,304.0,194.0,1669.0,337.0,159.0,195.0,130.0
ballachulish,1976-1983,57.8235294117647,82.55882352941177,54.0,73.47058823529412,9.261764705882353,3.3000000000000003,1753.4117647058824,257.02941176470586,460.0,342.0,303.0,1588.0,397.0,146.0,90.0,153.0
kilmacolm,before 1919,63.12307692307692,78.23846153846154,52.30232558139535,74.93846153846154,7.273076923076923,2.8692307692307693,1232.0307692307692,119.28461538461538,398.0,276.0,409.0,1658.0,384.0,178.0,149.0,339.0
moffat,1950-1964,55.40625,82.125,52.5,77.69791666666667,8.184375000000001,4.385416666666667,1824.21875,210.53125,423.0,366.0,325.0,1652.0,345.0,84.0,78.0,201.0
heriot,1930-1949,54.583333333333336,87.08333333333333,74.0,77.91666666666667,9.616666666666667,4.891666666666667,1867.0,321.75,469.0,373.0,137.0,470.0,336.0,64.0,73.0,97.0
bellshill,2008 onwards,71.40934579439252,82.48037383177571,83.13333333333334,81.3570093457944,2.8809345794392525,1.1149532710280374,357.0,107.6355140186916,104.0,137.0,307.0,220.0,219.0,383.0,406.0,365.0
golspie,2008 onwards,51.63414634146341,83.14634146341463,72.5,77.0,7.45609756097561,3.724390243902439,1589.9268292682927,288.219512195122,403.0,393.0,272.0,531.0,360.0,123.0,106.0,120.0
tighnabruaich,2008 onwards,44.859375,86.109375,50.0,77.1875,8.6734375,5.0859375,2741.25,425.390625,439.0,425.0,160.0,1726.0,356.0,56.0,29.0,45.0
saltcoats,2003-2007,73.66067864271457,84.01397205588822,75.4,82.24550898203593,2.6467065868263475,0.9241516966067864,397.2874251497006,203.34131736526948,88.0,108.0,230.0,431.0,184.0,405.0,377.0,211.0
huntly,1999-2002,63.00997506234414,85.86783042394015,55.75,81.42892768079801,5.866583541147132,3.1139650872817954,1107.224438902743,181.4438902743142,335.0,278.0,168.0,1522.0,214.0,157.0,167.0,240.0
cumbernauld,others,70.9375,81.75,84.0,79.5625,3.3125,1.16875,291.375,88.3125,136.0,153.0,335.0,202.0,293.0,375.0,429.0,430.0
west linton,2003-2007,60.84070796460177,82.15044247787611,71.72727272727273,79.58407079646018,7.229203539823009,3.3,922.9115044247787,274.3805309734513,395.0,303.0,323.0,559.0,291.0,147.0,225.0,132.0
kilmaurs,2008 onwards,82.4,87.6,82.0,86.4,3.04,1.0,220.2,64.2,114.0,66.0,131.0,249.0,108.0,396.0,451.0,472.0
bonnyrigg,1919-1929,72.07837837837837,83.7945945945946,70.0,83.1,3.0475675675675675,1.2651351351351352,275.35945945945946,106.85675675675675,115.0,124.0,243.0,636.0,158.0,361.0,433.0,370.0
stranraer,1919-1929,57.86080586080586,80.82600732600733,37.25,75.1117216117216,5.749267399267399,2.9126373626373625,1075.2417582417581,220.73076923076923,325.0,340.0,372.0,1969.0,380.0,172.0,179.0,193.0
keith,1950-1964,62.61377245508982,85.06586826347305,63.029411764705884,82.11676646706587,5.310179640718562,2.752694610778443,923.8832335329341,143.9550898203593,307.0,286.0,196.0,1088.0,186.0,186.0,224.0,292.0
kyle,1950-1964,49.310810810810814,85.27027027027027,40.38461538461539,76.52702702702703,9.025675675675675,4.914864864864865,1828.8243243243244,319.6621621621622,453.0,406.0,189.0,1925.0,365.0,62.0,76.0,98.0
kirkwall,2008 onwards,60.0748502994012,82.94610778443113,72.27272727272727,74.41916167664671,6.41437125748503,2.8257485029940117,999.6287425149701,292.7784431137725,363.0,313.0,285.0,540.0,389.0,182.0,200.0,114.0
buckie,1992-1998,65.57071547420965,84.76372712146423,67.93333333333334,83.00166389351081,4.749417637271215,2.4772046589018304,874.2079866888519,137.585690515807,259.0,243.0,209.0,748.0,162.0,211.0,236.0,308.0
appin,before 1919,57.083333333333336,93.54166666666667,44.666666666666664,88.70833333333333,6.116666666666667,3.966666666666667,1025.25,403.75,352.0,352.0,55.0,1847.0,88.0,106.0,194.0,51.0
isle of south uist,1930-1949,59.26315789473684,91.57894736842105,29.333333333333332,85.61842105263158,6.113157894736842,3.9986842105263154,899.2105263157895,329.2105263157895,351.0,322.0,68.0,2042.0,118.0,102.0,230.0,94.0
taynuilt,before 1919,51.940298507462686,86.28358208955224,34.36363636363637,78.44776119402985,8.080597014925372,3.905970149253731,1979.1044776119404,344.82089552238807,419.0,391.0,154.0,2002.0,326.0,109.0,64.0,80.0
inveraray,2003-2007,56.43076923076923,90.04615384615384,59.0,83.43076923076923,6.74,3.896923076923077,1725.3692307692309,352.7076923076923,377.0,357.0,87.0,1346.0,147.0,112.0,94.0,74.0
kelty,1965-1975,69.1907514450867,81.91907514450867,56.714285714285715,80.78034682080924,3.9520231213872834,1.5260115606936415,391.9248554913295,108.97109826589596,195.0,183.0,330.0,1470.0,245.0,322.0,382.0,362.0
westhill,1950-1964,69.1590909090909,85.23106060606061,48.0,82.74242424242425,4.830681818181818,2.150378787878788,535.6022727272727,164.20454545454547,269.0,184.0,191.0,1779.0,172.0,241.0,326.0,260.0
dalmally,1950-1964,45.41935483870968,86.51612903225806,32.6,77.12903225806451,9.338709677419354,5.02258064516129,2440.8387096774195,413.3225806451613,462.0,421.0,148.0,2024.0,359.0,57.0,38.0,48.0
pathhead,before 1919,62.5,86.80434782608695,56.64,87.45652173913044,5.1521739130434785,2.9869565217391307,1290.391304347826,126.1304347826087,294.0,288.0,141.0,1474.0,99.0,168.0,137.0,329.0
gorebridge,1965-1975,72.42125984251969,84.6259842519685,72.42857142857143,83.78346456692914,3.3818897637795278,1.4035433070866141,386.78740157480314,131.8228346456693,139.0,118.0,213.0,532.0,140.0,338.0,391.0,318.0
macduff,1999-2002,65.32867132867133,83.37062937062937,72.33333333333333,81.57342657342657,4.558741258741259,2.279020979020979,743.034965034965,113.95804195804196,247.0,247.0,258.0,538.0,208.0,226.0,267.0,349.0
cumnock,1919-1929,68.22299651567944,83.4006968641115,58.142857142857146,81.90766550522648,4.170557491289199,1.8554006968641115,524.2839721254355,111.06271777003484,214.0,204.0,257.0,1392.0,194.0,280.0,330.0,353.0
sanquhar,1919-1929,69.98974358974358,86.17948717948718,66.75,84.35897435897436,3.6723076923076925,1.6564102564102565,351.5230769230769,116.04615384615384,172.0,171.0,158.0,817.0,132.0,304.0,409.0,345.0
isle of bute,2008 onwards,64.05865102639297,78.11730205278593,78.0,76.97653958944281,4.710263929618768,2.0498533724340176,874.5219941348973,77.63049853372434,255.0,266.0,410.0,351.0,361.0,256.0,235.0,456.0
alness,2003-2007,72.19900497512438,86.02487562189054,74.0,83.19402985074628,4.19452736318408,1.5537313432835822,511.94029850746267,141.7462686567164,218.0,122.0,162.0,470.0,152.0,316.0,336.0,297.0
lockerbie,1950-1964,60.5013698630137,83.87945205479453,46.55263157894737,80.1041095890411,5.930958904109589,3.265479452054795,1213.8328767123287,208.8986301369863,341.0,307.0,237.0,1813.0,273.0,148.0,151.0,204.0
alness,2008 onwards,72.19900497512438,86.02487562189054,81.0,83.19402985074628,4.19452736318408,1.5537313432835822,511.94029850746267,141.7462686567164,218.0,122.0,162.0,271.0,152.0,316.0,336.0,297.0
brechin,1992-1998,61.64724919093851,82.10032362459548,66.11111111111111,77.92880258899676,5.682200647249191,2.671844660194175,1035.8446601941748,183.44660194174756,322.0,294.0,326.0,857.0,335.0,195.0,189.0,235.0
fort william,1984-1991,61.265116279069765,82.92093023255813,53.38461538461539,75.3093023255814,5.015581395348836,2.2509302325581393,774.6976744186046,259.5348837209302,283.0,299.0,286.0,1610.0,378.0,230.0,258.0,149.0
selkirk,1992-1998,57.84274193548387,83.27822580645162,60.8,78.38709677419355,7.080241935483872,3.833870967741935,1404.4475806451612,164.32258064516128,387.0,341.0,267.0,1238.0,327.0,118.0,124.0,259.0
stromness,2003-2007,52.11797752808989,88.32584269662921,62.2,77.2752808988764,9.434831460674157,5.508988764044944,1760.7134831460673,331.5842696629214,465.0,388.0,119.0,1147.0,354.0,42.0,89.0,90.0
anstruther,1999-2002,62.78339350180505,82.47292418772564,72.66666666666667,79.18772563176896,5.108664259927798,2.575090252707581,1102.9386281588447,182.1768953068592,289.0,283.0,308.0,523.0,302.0,205.0,169.0,239.0
walkerburn,1950-1964,67.79310344827586,77.51724137931035,71.0,77.51724137931035,3.768965517241379,1.2344827586206895,547.1379310344828,26.379310344827587,177.0,211.0,414.0,593.0,349.0,366.0,322.0,491.0
insch,2008 onwards,66.38562091503267,87.97385620915033,75.61538461538461,79.73856209150327,5.91437908496732,2.8947712418300653,860.9607843137255,257.15686274509807,339.0,233.0,126.0,423.0,285.0,175.0,238.0,152.0
duns,1965-1975,58.623333333333335,82.13,56.483870967741936,78.54666666666667,6.173333333333333,3.144333333333333,1295.81,288.22,354.0,332.0,324.0,1485.0,320.0,154.0,135.0,119.0
wemyss bay,1976-1983,67.97297297297297,81.13513513513513,64.0,78.72972972972973,4.951351351351351,1.962162162162162,649.5405405405405,92.27027027027027,277.0,207.0,362.0,1013.0,318.0,267.0,290.0,421.0
roslin,1965-1975,82.33147632311977,88.96100278551532,61.0,90.5292479108635,2.047075208913649,0.8378830083565459,183.6350974930362,96.51810584958217,65.0,67.0,111.0,1225.0,68.0,411.0,460.0,405.0
duns,2008 onwards,58.623333333333335,82.13,73.46153846153847,78.54666666666667,6.173333333333333,3.144333333333333,1295.81,288.22,354.0,332.0,324.0,489.0,320.0,154.0,135.0,119.0
isle of arran,1992-1998,49.638888888888886,83.36111111111111,67.0,74.1574074074074,9.044444444444444,4.764814814814815,2273.9444444444443,396.5,454.0,404.0,260.0,801.0,391.0,69.0,45.0,57.0
isle of arran,1976-1983,49.638888888888886,83.36111111111111,43.666666666666664,74.1574074074074,9.044444444444444,4.764814814814815,2273.9444444444443,396.5,454.0,404.0,260.0,1871.0,391.0,69.0,45.0,57.0
forres,1930-1949,66.66893039049236,84.63497453310696,57.25925925925926,83.5314091680815,4.0675721561969445,2.0787775891341256,593.974533106961,134.3276740237691,205.0,229.0,212.0,1436.0,144.0,252.0,305.0,313.0
anstruther,1992-1998,62.78339350180505,82.47292418772564,70.5,79.18772563176896,5.108664259927798,2.575090252707581,1102.9386281588447,182.1768953068592,289.0,283.0,308.0,617.0,302.0,205.0,169.0,239.0
newbridge,1984-1991,62.794642857142854,80.88392857142857,84.0,77.78571428571429,4.207142857142857,1.9124999999999999,471.5625,175.23214285714286,220.0,282.0,371.0,202.0,342.0,272.0,349.0,246.0
cairndow,others,46.09836065573771,81.45901639344262,75.25,73.75409836065573,8.545901639344262,4.324590163934427,2158.622950819672,466.37704918032784,434.0,418.0,353.0,438.0,394.0,88.0,54.0,32.0
kirriemuir,1930-1949,62.688235294117646,86.00588235294117,53.42857142857143,82.28823529411764,6.057058823529412,3.357647058823529,1108.8529411764705,188.36470588235295,349.0,285.0,164.0,1606.0,183.0,140.0,166.0,230.0
dunoon,1992-1998,60.36605316973415,79.16359918200409,64.9,75.62985685071574,5.125562372188139,2.317791411042945,1063.478527607362,163.45398773006136,292.0,309.0,404.0,941.0,375.0,223.0,181.0,261.0
lockerbie,1992-1998,60.5013698630137,83.87945205479453,51.2,80.1041095890411,5.930958904109589,3.265479452054795,1213.8328767123287,208.8986301369863,341.0,307.0,237.0,1692.0,273.0,148.0,151.0,204.0
